username,created_at,full_text
modkive,Wed May 15 13:10:27 +0000 2024,I failed to understand kenapa pemerintah kita lebih milih untuk bangun IKN ketimbang naikin gaji guru/ngebantu biar UKT kuliah menurun? Maksudnya tuh kayak... lu nentuin skala prioritasnya gimana sih? @ pemerentah?????
kumparan,Wed May 15 13:09:19 +0000 2024,Wijaya Karya kantongi kontrak baru Rp 5 68 triliun di kuartal I 2024 salah satunya proyek IKN. #bisnis #update #bisnis #text https://t.co/Qnzbdc5cN8
drugonlinegate,Wed May 15 13:07:56 +0000 2024,@freeranthere Cwk ikn
samdiken911,Wed May 15 13:07:53 +0000 2024,@ARSIPAJA IKN ama kereta cepat buat orang Jakarta dan Bandung si kebutuhan primer plus. Ampe rela ngutang2 buat jadiinnya
lifghter,Wed May 15 13:05:14 +0000 2024,Everything happening in Indonesia is just unbelievable.. UKT naik gila-gilaan pembangunan IKN dengan dana fantastis isu ppn naik jadi 12% harga hasil tani anjlok parah 
dimas_satura,Wed May 15 13:04:38 +0000 2024,Dalam wawancara itu Prabowo juga menegaskan komitmennya untuk melindungi serta menjamin kesejahteraan masyarakat adat yang berada di IKN.
catdarkbluu,Wed May 15 13:04:32 +0000 2024,@kdrama_menfess Ndeeeer km gpp kan? Km keselek apa sampe harus berusaha sekeras itu? Keselek tanah IKN kah? Pas loat scene ini gw ketiwi ngikik
prokaldotco,Wed May 15 13:00:01 +0000 2024,Jadi Kawasan Penyangga IKN Kaltim Berpotensi Kembangkan Industri Kesehatan #penyanggaIKN #industrikesehatan #akmalmalik #kaltim https://t.co/OlN5qQEtfg
hayazakitwt,Wed May 15 12:59:25 +0000 2024,@raantwt @runaAviena Itu skrg dlu ga gini2 bgt grgr ikn
idntalk_com,Wed May 15 12:59:18 +0000 2024,IKN HARI INI !! PERKEMBANGAN GARUDA IBU KOTA NEGARA NUSANTARA KONEKTIVITAS OTONOM DAERAH https://t.co/yhmFD7ebC2
ikan_mainan,Wed May 15 12:55:51 +0000 2024,@asboediono_id Our country ni emang besar pasak dari pada tiang. Alih-alih support health education etc. lebih ️ bikin IKN dan tetek bengek u/ simbolis program micin yg ga tau tujuan dan hasil. Percum tak bergun. Mau dinaikin sampe berapapun kalo udah bocor sana sini ya ga kelar2 masalah.
kristinhapsari7,Wed May 15 12:55:43 +0000 2024,Prabowo Subianto kembali menegaskan dukungan serta komitmennya melanjutkan pembangunan Ibu Kota Nusantara (IKN). Kebijakan pembangunan IKN sebelumnya digagas oleh Presiden Joko Widodo. #prabowogibran https://t.co/efjwn5TTxs
DPDRI,Wed May 15 12:53:03 +0000 2024,Hadiri Forum Focus Group discussion (FGD) di Universitas Balikpapan Wakil ketua DPD RI Mahyudin sampaikan tantangan terbesar Kalimantan Timur sebagai wilayah penyangga IKN ialah membangun potensi Sumber Daya Manusia berkualitas dan kompetitif. #dpdri #kabarsenator #IKN https://t.co/MJOplf1mpG
mhdyzdi,Wed May 15 12:52:39 +0000 2024,@BiLLYKHAERUDIN Pindah k ikn
11itsyourname,Wed May 15 11:55:46 +0000 2024,@tanyarlfes Karna yg primer itu ikn sama melanjutkan kekuasaan :)
AmdnLee,Wed May 15 11:54:29 +0000 2024,akankah kalimantan begini setelah ikn dibangun
surgaitusuga,Wed May 15 11:53:44 +0000 2024,ikn otw begini. jd situs dedemit
Herrys045,Wed May 15 11:52:09 +0000 2024,@EkoSandro3 @RefublikAteis Anda bandingkn ikan dgn katak yg punya petangkt u hdup d 2 alam dan ikn hany punya prangkt hdup d 1 alam tdk apple to apple bandingknnya lalu anda ktkn ikan hanya berkutat hdp dlm dunia materi pdahl dia trbts dn batasannya itu udh tkdirnya ikan dak salah
thankyoupaman,Wed May 15 11:52:01 +0000 2024,makin lama makin keliatan ngebet banget negara ini cari pemasukan sebanyak-banyaknya dari sektor mana aja. entah buat bayar hutang bangun ikn atau program makan siang gratis.
haijustmee,Wed May 15 11:52:00 +0000 2024,@angesti_nugroho @msaid_didu Pemerintah malah sibuk bikin IKN wkwk yg katanya untuk MEMERATAKAN EKONOMI itu!
ISCo3425978135,Wed May 15 11:48:05 +0000 2024,@detikjabar_ Sementara itu.... rumah para pejabat di IKN semakin mewah......
skyforksm,Wed May 15 11:45:39 +0000 2024,Bener kok yang PRIMER kan pembangunan IKN berhala di IKN bansos buat paslon 2 pakai duit negara hilirisasi dan joget-joget gemoy itu 
Andre14028820,Wed May 15 11:41:14 +0000 2024,@Heraloebss @kementan Pengen ikut prihatin tapi rakyat Indonesia telah memilih keberlanjutan 58% rakyatnya lebih memilih org yg mementingkan keberlanjutan membangun IKN bahkan menurut survei 90% rakya Indonesia merasa puas dgn kinerja Jokowi. Jd apa mau di kata tak guna teriak2 guling2 semua sia2
MRizkiRmdhn,Wed May 15 11:33:50 +0000 2024,@arkanrahman Kebutuhan utamanya IKN soalnya
urgentsleep,Wed May 15 11:32:04 +0000 2024,@ARSIPAJA ikn primer
inzhapt_76,Wed May 15 11:30:26 +0000 2024,@DedynurPalakka Buat nalangin IKN dan makan siang gratis. https://t.co/c9mLlkacTs
rrnebae,Wed May 15 11:27:51 +0000 2024,makin hari liat pendidikan di indonesia tuh sedih:(( ukt naik anak kipk salah sasaran banyak terjadi kekerasan seksual bullying rektornya gtu mentrinya gitu apalg presiden jawabnya template YNTKTS selama ngejabat kagetan mulu lebih ngurus IKN IKN noh makan uang haram
wedangronde,Wed May 15 11:27:21 +0000 2024,@PLUMBER822 IKN aja yang diurusin
arthapatra,Wed May 15 11:27:05 +0000 2024,Pendidikan Tinggi kebutuhan tersier. IKN kebutuhan primer yang harus wajib fardhu dilaksanken! Apa itu mencerdaskan bangsa? Mau pendidikan tinggi? Minjol aja 
sslstrndd,Wed May 15 11:26:16 +0000 2024,buat mencerdaskan anak bangsa loh padahal nanti juga timbal balik ke negara aja DIPERSULIT BGTTT giliran buat IKN aja dihambur kan
nowyoucatchme,Wed May 15 11:25:59 +0000 2024,Capek capek ki hajar dewantara mempelopori pendidikan supaya kita ga bodoh. Makanya pajak negara dialokasikan untuk pendidikan. Malah bikin IKN.
poppysdump,Wed May 15 11:25:43 +0000 2024,bagun ikn kebutuhan primer 
queeensdom,Wed May 15 11:25:09 +0000 2024,gua ikhlas duit pajak di invest buat beli peralatan pengolahan sampah gini dari pada ngedesign rumah pejabat di ikn plus bikin berhala disana
ursulafikri,Wed May 15 11:25:07 +0000 2024,@taeko0kie_ @tanyakanrl Baca dulu yang bener isi beritanya jangan gampang kegocek udah bawa2 IKN lagi! Ketinggian lu
aendessly,Wed May 15 11:24:09 +0000 2024,@disturtb pindah ikn
Sessy_dy,Wed May 15 11:24:07 +0000 2024,@DokterTifa Saya jg yakin IKN ini akan berakhir mangkrak ga ada manfaatnya sama sekali buat rakyat
kumis_miow,Wed May 15 11:17:24 +0000 2024,@fellexandro Kemana? @DitjenPajakRI @kring_pajak Buat IKN ya?
baca_pesan,Wed May 15 11:15:07 +0000 2024,Generasi Muda di Kota Parepare Siap Sambut IKN BEM FEB Umpar Gelar Dialog Kolaboratif https://t.co/PhFqv9rigb
shadowgrazz,Wed May 15 11:14:20 +0000 2024,@sandika__p justru harusnya benahi dr dasar dlu.. kalo emang udah settle baru buka lahan lain sedangkan di jakarta aja udaranya udah ga bagus bayangin ada projek baru akan berdampak pada lingkungan dan lahan lain.. contoh aja buat ikn itu makan beberapa lahan hutan di provinsi lain jg
Ingechings,Wed May 15 11:11:19 +0000 2024,IKN noh bahkan bukan tersier bukan kebutuhan! Hhhhhh
junhoenoona,Wed May 15 11:11:19 +0000 2024,@mouzenn Buset keburu di pindahin ke IKN aku
privatemonolog,Wed May 15 11:10:41 +0000 2024,@fellexandro Buat bangun IKN
inilahdotcom,Wed May 15 11:08:33 +0000 2024,Direktur Centre For Budget Analysis (CBA) Uchok Sky Khadafi menyebut penundaan proyek Ibu Kota Negara (IKN) Nusantara cukup masuk akal untuk menunjang... https://t.co/0sNa14pIxU
nobirush,Wed May 15 11:08:21 +0000 2024,yg primer itu kan ikn
ajeng_ol,Wed May 15 11:06:54 +0000 2024,Ikn kebutuhan primer
Erni483,Wed May 15 11:06:05 +0000 2024,@ARSIPAJA Yg maki² di X ini cuma riak² kecil. Silent majority lbh suka kereta cepat dan istana IKN di utamakan krn menyangkut hajat hidup orang banyak. Bayangin klo punya presiden ga punya istana
kecenk_spike,Wed May 15 11:04:42 +0000 2024,@mas_veel Kan sudah jadi UU soal ikn makan siang sudah di uji cobakan di beberapa daerah . Soal hilirisasi dia ga akan berani berisik beberapa petinggi PKS kalau sudah masuk koalisi pasti malu dengan membelotnya dia dari oposisi yang di gemborkan.
parttimerant,Wed May 15 11:02:45 +0000 2024,Pendidikan Tinggi: kebutuhan tersier IKN: kebutuhan primer 
aquasansain,Wed May 15 10:58:45 +0000 2024,@collegemenfess pendidikan tinggi tersier IKN primer
PedesCilor,Wed May 15 10:56:56 +0000 2024,@asunebiru @PartaiSocmed Kognitif : ngebela korup di pembangunan yang jadi lahan korup karena pro keberlanjutan ikn misal.
a_fachrie,Wed May 15 10:56:32 +0000 2024,Kalo IKN kebutuhan primer kah?
aubadellune,Wed May 15 10:56:07 +0000 2024,ikn kebutuhan primer AOWKAOWKAOWKAOOWO gayd damn i can't wait to move out https://t.co/IqwTFevpoG
hafiza_mfs,Wed May 15 10:55:53 +0000 2024,@Joaquicordoba Pembangunan IKN menunjukkan keseriusan pemerintah dalam mencapai pembangunan yang berkelanjutan.
AyyinIsVIP,Wed May 15 10:55:16 +0000 2024,Tersier ndasmu IKN noh tersier.
RepelitaO,Wed May 15 10:53:12 +0000 2024,Telan Rp998 4 Miliar Pembangunan 21.000 Tenaga Panel Surya di IKN Justru Bikin Wilayah Tambah Rusak? Begini Kata Pengamat! https://t.co/QIHwv6cLjn
ungkapberitari,Wed May 15 10:52:43 +0000 2024,Otorita IKN Tegaskan Tak Ada Penggusuran Rumah Masyarakat Adat. Fuji Harvey Moeis Haye Qodari Yunita Ketek https://t.co/0LJyVI4rA1
maoel_stiv,Wed May 15 10:52:28 +0000 2024,@cryptoturah @si____mbem tapi pernah kepikiran ga kenapa malah bangun ikn?
AbiebSyah087021,Wed May 15 10:51:26 +0000 2024,Presiden Jokowi Sahkan UU DKJ: Jakarta Tetap Jadi Ibu Kota Nasib IKN bagaimana? https://t.co/FnKmmATIA8
FHNZR11,Wed May 15 10:50:59 +0000 2024,@ARSIPAJA Kalo ikn tersier ga?
ravegvmr,Wed May 15 10:50:24 +0000 2024,lah rumah mewah pejabat di IKN kebutuhan apa?
natanhiell,Wed May 15 10:47:44 +0000 2024,@hanirastdy @prabowo APBN nya buat makan siang gratis sama IKN dulu seperti nya 
NuraishaZahrani,Wed May 15 10:46:39 +0000 2024,Otorita IKN Sukses Tarik Minat 8 Raksasa Teknologi Dunia Bangun Command Center Ultimate. Fuji Harvey Moeis Sandra Dewi Penthouse Parangtritis Geby https://t.co/oOiL4Azu7L
ulmariyahalena,Wed May 15 10:45:45 +0000 2024,Pemerintah Siapkan 10 Strategi Pengembangan Desa di Sekitar IKN. Fuji Harvey Moeis Haye Sandra Dewi Ketek Qodari https://t.co/4PTbLvrQNe
marthahayani,Wed May 15 10:44:48 +0000 2024,Mengupas Kecanggihan Bangunan Cerdas Istana Negara IKN. Fuji Harvey Moeis Sandra Dewi Haye Penthouse Parangtritis https://t.co/HlX2A9E8hN
MayaHandayaani,Wed May 15 10:43:54 +0000 2024,IKN Cermin Transformasi Indonesia Menuju Negara Maju Modern. Fuji Sandra Dewi Harvey Moeis Parangtritis Ketek Qodari https://t.co/gRZI96aAfK
saipudin_ib,Wed May 15 10:40:44 +0000 2024,@Joaquicordoba Tahniah Indonesia Maju Semoga semua dipermudahkan Tuhan Saya akan mengunjungi IKN satu hari nanti Salam harmoni dari Ipoh Perak Malaysia
Amdk_News,Wed May 15 10:40:02 +0000 2024,PUPR siapkan air bersih untuk IKN apa kabar akses air bersih di daerah lain?? Mengingat 17 Agustusan yang makin deket Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimuljono ngeyakinin kite semua kalo pasokan air minum di IKN bakal nyambung sama reservoir https://t.co/DUKihJAT10
variztelrooy,Wed May 15 10:36:13 +0000 2024,@tanyakanrl Heheeee Oke gas oke gas Pendidikan memang bukan prioritas pemerintah Mendingan bangun rumah mewah pejabat di IKN
aster_fall,Wed May 15 10:35:29 +0000 2024,rumah megah pejabat di ikn kali kebutuhan tersier
jari_droid,Wed May 15 10:35:14 +0000 2024,Pak @prabowo harus beri contoh termasuk yg pertama pindah ke IKN Pembangunan IKN Tahap I Hampir Rampung Selanjutnya? https://t.co/VEbG6NL10R
ibuidun,Wed May 15 10:33:44 +0000 2024,@ARSIPAJA IKN sekarang yg jd kbtuhan primer
sangorosobamask,Wed May 15 10:29:02 +0000 2024,@ARSIPAJA Emang begitu kan. Yang kebutuhan primer itu IKN sama gaji pejabat. Ga usah kuliah Mark Znskekemberg kuliah ga beres bisa tuh bikin pesbukers.
MuhAzmii_,Wed May 15 10:28:31 +0000 2024,Padahal yang kebutuhan TERSIER itu IKN dan KCIC deh. Oh jadi yang tersier itu Pendidikan.
ronavioleta,Wed May 15 10:28:13 +0000 2024,Kalau IKN itu kebutuhan primer ya? Emang rakyat kita sengaja dibuat bodoh biar bisa disuap dengan bansos dan cukup diajak joget² https://t.co/hO57Et1jp4
inidataid_,Wed May 15 10:27:30 +0000 2024,@jwaluyo Menteri @luhut_binsar bilang Starlink resmi diluncurkan di Indonesia pada pertengahan Mei 2024 dan akan melakukan uji coba di IKN. https://t.co/G7AHrQZrWX
Shinomman,Wed May 15 10:26:51 +0000 2024,@si____mbem Untuk fasum biayanya terlalu mahal bang Mending fokus ikn dulu mentri butuh rumah yang nyaman agar bisa bekerja maksimal mana sekarang infonya jumlahnya lebih banyak.
Kibar_S,Wed May 15 10:26:07 +0000 2024,@ItsMeHexa @dailyofnadia @abilawa303 @isampaix @PartaiSocmed sanggup bangun IKN? Kalaupun ada dana lebih banyak yang lebih urgen daripada menaikkan gaji guru. Berapa banyak anak Indonesia yang tidak mampu kuliah karena tidak ada biaya dan mereka tidak terjangkau KIPK...?
fxnetizen,Wed May 15 10:20:48 +0000 2024,@InfoLurah IKN jd ibukota negara jajahan china ??
internetmain,Wed May 15 10:20:03 +0000 2024,@kumparan bilang aja anggaran2 sudah dialihfokuskan untuk ikn proyek infrastruktur ga penting dan bayar bunga utang!!! buat janji makan geratis aja blm jelas?!
Andi_Fni,Wed May 15 10:19:47 +0000 2024,IKN dan kereta cepat adalah kebutuhan primer
Sharctt,Wed May 15 10:19:05 +0000 2024,@onyourdaay omongan ibu tersebut berarti kontradiktif dengan janji presiden terpilih kan? lalu buat apa janji palsu hanya untuk kepentingan politik kalau janji tersebut mustahil dilakukan? dengan program maksi gratis IKN ditambah janji tersebut serta janji lainnya kira2 apbn defisit ga?
unablce,Wed May 15 10:19:00 +0000 2024,Kadang pengen ng-QRT tweet tentang IKN tentang pemerintahan tentang anu tapi kok wedi juga. Tp kalau mau ngobrol langsung sambi ngopi bisa kok aman diceritainnya. 
toncherieamour,Wed May 15 10:18:07 +0000 2024,tapi yg bagian saya mendengar beneran gue denger langsung dr temen sd gue yg abis dari ikn sayangnya ga kejawab ya..
suryanililik1,Wed May 15 10:15:44 +0000 2024,@MbulGendhut @JinNonik @PutraBachtiar9 @jokowi ini berkuasa ingin membayangkan nonton konser musik di IKN dan kesenangan dia lainnya negara banyak utang siapa yang bayar ? iya rakyatlah apalagi yang ber-NPWP dan PKP harus menanggung cicilan dan mengikuti seabrek aturan baru yg menyesakkan dada
a_wankk,Wed May 15 10:14:55 +0000 2024,@stats_feed IKN bro nanti nomor 1 kata nya sih gitu. Cuma ga tau
supboontut,Wed May 15 10:14:43 +0000 2024,Pas pakde keluarganya antek2nya dan penerusnya udh pindah ke IKN ada kebakaran kek gas meledak kek apa kek biar MATI SEMUA. Parasit mah mati aja
ceceleagep,Wed May 15 10:12:37 +0000 2024,@danszimmer semoga di masa depan mba-mbanya diketawain balik sama cicit-cicit kita pas ngantri taksi terbang di IKN
naapenaa,Wed May 15 10:06:32 +0000 2024,Kebutuhan primer Indonesia itu cuma IKN &amp; KCIC.
___NADIF,Wed May 15 09:58:52 +0000 2024,@ARSIPAJA ikn kebutuhan primer
momogulagi,Wed May 15 09:49:15 +0000 2024,@lonelymoon1702 @ChefLeebitt @tanyakanrl Mungkin gak sih Buat bayar utang negara buat bayar bunga utang negara buat bangun ikn buat banso bansos biar masyarat kelaha menengah kebawah yg prosentasenya banyak di indon itu pada mingkem!? 
natasha_k83732,Wed May 15 09:48:24 +0000 2024,@asboediono_id Demi IKN dan makan gratisan
ItsMeHexa,Wed May 15 09:47:19 +0000 2024,@Kibar_S @dailyofnadia @abilawa303 @isampaix @PartaiSocmed Bangun IKN aja sanggup masa pendidikan yang lebih penting dari IKN ga sanggup?
HKyru,Wed May 15 09:45:18 +0000 2024,Nvm gw tetep ke ikn 
tribunkaltim,Wed May 15 09:42:30 +0000 2024,Ledakan penduduk di Balikpapan imbas IKN dan proyek RDMP Pertamina krisis air makin mengancam. #TribunKaltim #Balikpapan #IKN #Pertamina #KrisisAir https://t.co/3GYIywQQo3 lewat @tribunnews
YuniaraSendy,Wed May 15 09:35:58 +0000 2024,Kurator IKN menegaskan bahwa bangunan IKN akan terlihat menyatu dengan alam tag : Harvey Moeis Fuji Sandra Dewi Yunita Nahan Kebangun Penthouse Haye Rabu Qodari BPJS #zonauang https://t.co/fPG9qylxct
meownserin,Wed May 15 08:51:38 +0000 2024,Huiyo tadi masa jumpa dr ada another dr kat depan dia dok menyampuk kitorang cakap apa. Aku cakap IKN suruh aim TSH mak aku &lt;2.0 tiber dia cakap eh mana ada 2.0 that's too high already! Should be &lt;0.5 je! I was like you can see the external report from IKN I attached 
YMasthol60961,Wed May 15 08:50:10 +0000 2024,@Boediantar4 suaramu suaraku podo rapentinge ...mbacot sakkarepmu sakpenakmu ..wong yo rapenting ..seng penting pak jokowi sehat terus ben iso bingkem lambemu cuk ...koe ki sopo sok2 an mikir negoro...mikir tamu bulanane wae iseh naik turun kok ngomong IKN ..kadhoan mbak 
LuckmanhHakim,Wed May 15 08:47:09 +0000 2024,@ajengcute16__ penjilat itu namanya apa kabar IKN yang katanya di paksakan kalo di kasi tulang gonggong nya ilang https://t.co/NSDpxYFCFQ
SmokesOnMyHead,Wed May 15 08:42:43 +0000 2024,@ajengcute16__ si Tololl ahay kagak nyadar dipasang jadi menteri ATR/BPN utk membuldozer tanah² adat ulayat warga sekitar IKN
ydrefla7_,Wed May 15 08:41:33 +0000 2024,@si____mbem Di Indon lagi fokus pengerjaan IKN kak.
suwito_abdullah,Wed May 15 08:24:55 +0000 2024,@PLUMBER822 sungguh rezim dzalim infrastruktur vital bagi rakyat masih banyak yang rusak tapi bangga dengan IKN dg uang rakyat yg hanya diperuntukkan untuk segelintir pejabat
prahmaaa1,Wed May 15 08:24:10 +0000 2024,GAJIANKU KEKNYA NUNGGU IKN DIBANGUN MALL DEEUHHH
pupr_binamarga,Wed May 15 08:23:28 +0000 2024,Hai Sobat Bina Marga! Siap-siap berangkat ke IKN lewat jalan tol baru yang saat ini progresnya sudah mencapai 81%! Jalan tol yang #MemudahkanJalanmu ini ditargetkan fungsional sebelum perayaan Kemerdekaan semoga cepat selesai tanpa halangan~ https://t.co/briFKxErla
nyaowbie,Wed May 15 08:19:20 +0000 2024,Ini duitnya dipake buat berobat apa buat ikn bapak2 pejabat yg ga saya hormati?
burjo_ireng,Wed May 15 08:11:16 +0000 2024,@gyojax bikin warteg di ikn jadi?
raden_diky16695,Wed May 15 08:10:25 +0000 2024,@5teV3n_Pe9eL Presiden lebih sibuk ngurusin IKN dan Dinasti
pahlevi_ra63752,Wed May 15 08:07:13 +0000 2024,@68Supriyono @DokterTifa Pendukungnya termasuk Pencintanya harus segera pindah kawal dan bangun IKN jgn Munafik sdh mendukukun dan tidak mau tinggal disana sudah seharusnya yg membela harus bisa membamgun masa depan IKN
upknaganraya,Wed May 15 08:06:38 +0000 2024,Dirjen ESDM pantau PLTS IKN https://t.co/wENNrcKk7d
Sobirin_ganteng,Wed May 15 08:06:00 +0000 2024,@DokterTifa Sekjen IKN anggota nya orang utan
sammy10726838,Wed May 15 08:05:48 +0000 2024,@ajengcute16__ gadaikan surat tanah IKN jauh ke BANK Dunia...kalau di dalam negri takut ketahuan
Susanto38283470,Wed May 15 07:18:06 +0000 2024,@ajengcute16__ @gustavssondhela Dari pada dicari in kerja sama bapaknya sampai naik turun gunung marah marah soal IKN 
mariadi63425147,Wed May 15 07:17:32 +0000 2024,@PLUMBER822 Bukankah sudah ada taxi terbang di IKN? Apa gak bisa lewat ke sana sebentar?
piscesquest,Wed May 15 07:15:47 +0000 2024,Biar ikn cepet jadi
AlysaNuha,Wed May 15 07:13:12 +0000 2024,Pembangunan IKN terus dilakukan untuk kemajuan Indonesia https://t.co/uv3VnFJ12Z
AmbarwatiLaras9,Wed May 15 07:12:51 +0000 2024,Belanda jajaki peluang kerjasama di IKN Qodari Sekjen PBB Sandra Dewi Siang Israhell Fuji Pulau Kalimantan Haye Penthouse Nongkrong https://t.co/oC5Puo0UIJ
mawardi71904129,Wed May 15 07:12:18 +0000 2024,@msaid_didu Pensiun kembali ke solo qodari mau ikut apa mau tinggal di ikn aja..... qodari
AmbarsariLK08,Wed May 15 07:12:16 +0000 2024,ASN segera pindah ke IKN Qodari Sekjen PBB Sandra Dewi Siang Israhell Fuji Pulau Kalimantan Haye Penthouse Nongkrong https://t.co/9i74XCVRAt
Getar_nasional,Wed May 15 07:11:24 +0000 2024,Pemerintah Inggris Siap Dukung IKN Sebagai Kota Dunia Untuk Semua #jatimdamai Fuji Penthouse Sekjen PBB Qodari #TiffanyLock https://t.co/6Gzj2ATd04
gelora_1945,Wed May 15 07:11:08 +0000 2024,Pemerintah Inggris Siap Dukung IKN Sebagai Kota Dunia Untuk Semua #jatimdamai Fuji Penthouse Sekjen PBB Qodari #TiffanyLock https://t.co/jlKFEJodvq
AjengLaras06,Wed May 15 07:10:54 +0000 2024,Kepak Garuda segera mengembang di IKN Qodari Sekjen PBB Sandra Dewi Siang Israhell Fuji Pulau Kalimantan Haye Penthouse Nongkrong https://t.co/U2jMX3mUy5
pajiokay,Wed May 15 07:07:58 +0000 2024,@fellexandro Pajaknya kn buat bangun ikn 
taeko0kie_,Wed May 15 07:07:11 +0000 2024,@tanyakanrl wkwk gak punya duit sok sokan bikin IKN makan gratis jadinya rakyat yang jadi korban
moechlasr,Wed May 15 07:07:06 +0000 2024,Bayar mahal atau murah tapi fasilitas sama-sama jelek. Mending asuransi swasta aja kan ya? . . Eh lupa! Ini kan diwajibkan negara ya. Buat nombokin IKN kali ya ini?
coklatmalumocca,Wed May 15 07:05:18 +0000 2024,Emang pemerintah indo kan tolol psikopt. Hidup mrk istimewa bgt smp bngun ikn mewah2an. Rakyat diperas tenaga sm duitnyee pajak makin naik ajee. Tp transportasi gitu gitu ajeee. Biarin aje kyk gitu pada masuk neraka semuaa
